연번,경도,위도,Station 스테이션/성명,업무건물,주거건물,기타건물,대전지하철역,사고량,타슈이용량,총이용승객,경제인구수,교통량,하천여부,sum,순위
24,127.3694198,36.3775389,화폐박물관,0.042499999999999996,1.0416666666666668e-05,0.0,0.0,0.0,0.024617332476662004,0.0,0.0,0.0003079665549118325,0.0,0.0674357156982405,167
177,127.3373255,36.30380243,관저1동주민센터,0.007727272727272727,0.0003645833333333333,0.0,0.0,0.0,0.01417381609282286,0.004024047738424874,0.04010682004930156,0.0007322183952427901,0.0,0.06712875833639814,168
93,127.4006933,36.31898024,서대전육교,0.011590909090909091,0.0020260416666666664,0.00011842105263157894,0.0,0.0,0.013241241165576931,0.0048820090796301485,0.03446179129005752,0.000761573997903191,0.0,0.06708198734337513,169
249,127.3342772,36.29598244,관저 금성백조(114동),0.007727272727272727,0.0002916666666666667,0.0,0.0,0.0,0.012268982198873731,0.002568240298858261,0.04390304026294166,4.181191393447687e-05,0.0,0.06680101406854752,170
54,127.338703,36.36480356,궁동네거리,0.007727272727272727,0.0005885416666666667,1.3157894736842104e-05,0.0,0.0,0.032626894440455044,0.0018323964918203783,0.02238290879211175,0.000904914255343343,0.0,0.06607608626840675,171
5,127.3889145,36.36452489,둔산대공원 입구(버스정류장),0.0,4.6874999999999994e-05,0.0,0.0,0.0,0.05848104614686875,0.0006289225776705021,0.0059654889071487265,0.00036299425203332287,0.0,0.06548532688372129,172
183,127.3203491,36.35970241,현충원역 3번출구,0.0,0.0005104166666666666,3.9473684210526316e-05,0.05,0.0,0.00522506519520768,0.005902025946016764,0.0018734593262119967,0.0016302647752344955,0.0,0.06518070559354813,173
40,127.3593091,36.35382001,월평타운,0.015454545454545457,0.0019322916666666668,0.0,0.0,0.0,0.01259306852110813,0.004839681143948454,0.029252259654889073,0.00048606271849569577,0.0,0.06455790915965347,174
88,127.3954363,36.32159338,태평초등학교,0.007727272727272727,0.0016197916666666667,0.0,0.0,0.0,0.009669677614422315,0.004995862588259684,0.04043549712407559,0.0,0.0,0.06444810172069698,175
146,127.3529503,36.30300696,도안 호반베르디움(101동),0.0038636363636363642,0.0011770833333333334,0.0,0.0,0.0,0.010741146679768698,0.014022964344833022,0.03342645850451931,0.0010126225064988996,0.0,0.06424391173258963,176
